ano,barrio,titulo,id,descripcion,direccion,longlat,presupuesto,tema,temaResumen,temaScrolli,subtema,beneficiarios,obrasOCampana,votos,estado
2015,VILLA ADELINA,Reducidores de velocidad,167,Reducidores de velocidad,F C Rodríguez y Santa Fe,"-34.5302396,-58.5521613",9750,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,22,FINALIZADO
2015,VILLA ADELINA,Reducidores de velocidad,168,Reducidores de velocidad,Grierson y Viamonte,"-34.52142392,-58.53608759",9750,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,6,FINALIZADO
2015,VILLA ADELINA,Semáforo,169,Semáforo,Obligado y Silveyra,"-34.5265163,-58.5478221",111940,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,29,FINALIZADO
2015,VILLA ADELINA,Semáforo de giro,170,Semáforo de giro,Av Ader y R Obligado,"-34.5300554,-58.5475516",32076,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,85,FINALIZADO
2015,VILLA ADELINA,Torre Ader,171,Equipamiento y mejoramiento de iluminación,Castelli y Triunvirato,"-34.5376749,-58.5417519",73000,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,30,FINALIZADO
2015,VILLA ADELINA,UAP Scalise,172,Adquirir 1 desfibrilador automático,Cajaraville 4042,"-34.5259399,-58.5476816",29660,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,157,FINALIZADO
2015,VILLA MARTELLI,Barrio Habana ,173,Ampliación de la red cloacal (Etapa 1),Habana y Venezuela,"-34.5561125,-58.5191571",395000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN VULNERABLE,1,446,FINALIZADO
2015,VILLA MARTELLI,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,174,Compra e instalación de 16 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.552328, -58.520499",1082823,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,277,FINALIZADO
2015,VILLA MARTELLI,Campaña de concientización sobre convivencia responsable con animales de compañía,175,Talleres en escuelas del barrio,Paraguay 159,"-34.51409125,-58.52617431",60000,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,SALUD,NIÑOS,2,27,FINALIZADO
2015,VILLA MARTELLI,Compra de jaulas trampa para el área de zoonosis,176,Compra de jaulas trampa para el área de zoonosis,Bermúdez 3484,"-34.5113269,-58.5148345",24200,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,ANIMALES DE COMPAÑÍA,1,14,FINALIZADO
2015,VILLA MARTELLI,Escuela Primaria Nº 20,177,"Adquisición de 2 cocinas industriales y materiales para laboratorio, para educación física y para la biblioteca",Gral Balcarce 650,"-34.5503705,-58.51852111",65626,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,356,FINALIZADO
2015,VILLA MARTELLI,Escuela Primaria Nº 7,178,Adquirir una impresora láser y acondicionar el cableado de la sala de informática,Laprida 3664,"-34.5474957,-58.5029321",33679,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,221,FINALIZADO
2015,VILLA MARTELLI,Jardín de Infantes Nº 918,179,Juegos infantiles para el patio con piso antigolpes,Moldes y Balcarce,"-34.55180719,-58.51995976",107944,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,278,FINALIZADO
2015,VILLA MARTELLI,Mejoramiento de iluminación,180,Mejoramiento de iluminación,Echeverría y Vanini/ Vías del FFCC Belgrano,"-34.5443076,-58.4987665",69600,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,82,FINALIZADO
2015,VILLA MARTELLI,Organizar actividades deportivas en las Plazas del Barrio,181,Organizar actividades deportivas en las Plazas del Barrio,Plaza Vienni y Plaza Almafuerte,"-34.550082, -58.519590",43740,DEPORTE,OTROS,otros,DEPORTES Y RECREACIÓN,POBLACIÓN EN GENERAL,2,42,FINALIZADO
2015,VILLA MARTELLI,Plantar árboles,182,Plantar árboles,Av Mitre y Zufriategui hasta Av Mitre y Melo,"-34.5416673,-58.5081685",23390,AMBIENTE,AMBIENTE,AMBIENTE,ARBOLADO,POBLACIÓN EN GENERAL,1,28,FINALIZADO
2015,VILLA MARTELLI,Reducidores de velocidad,183,Reducidores de velocidad,Méjico y EEUU/ EEUU y Alsina,"-34.6195877,-58.3996258",14100,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,45,FINALIZADO
2015,VILLA MARTELLI,Señalizar estacionamiento para discapacitados en el Centro Comercial del barrio,184,Señalizar estacionamiento para discapacitados en el Centro Comercial del barrio,Debenedetti y Rawson,"-34.53181277,-58.54379457",51000,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,38,FINALIZADO
2015,VILLA MARTELLI,UAP Llobera y la UAP Ravazzoli,185,Adquirir 2 desfibriladores automáticos,Estados Unidos 314/ Moldes 4900,"-34.5468977,-58.5047952",59320,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,178,FINALIZADO
2016,CARAPACHAY,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,186,Compra e instalación de 5 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.527926, -58.531535",501325,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,296,FINALIZADO
2016,CARAPACHAY,Campaña sobre RCP y primeros auxilios,187,Dictar cursos de RCP y primeros auxilios en instituciones del barrio,Ubicación random dentro del barrio,"-34.529765, -58.541406",100,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,SALUD,POBLACIÓN EN GENERAL,2,101,FINALIZADO
2016,CARAPACHAY,Centro Cultural Municipal de Carapachay,188,Crear una Biblioteca en el Centro Cultural Carapachay,Ituzaingó 5442,"-34.5285515,-58.53213791",156790,INFRAESTRUCTURA COMUNITARIA,OTROS,CULTURA,CULTURA,POBLACIÓN EN GENERAL,1,145,FINALIZADO
2016,CARAPACHAY,Escuela Primaria Nº 18 y Escuela Secundaria Nº 3,189,Construcción de baño para discapacitados,Drysdale 5615 y 5635,"-34.5271689,-58.5359963",443147,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS Y JÓVENES,1,296,FINALIZADO
2016,CARAPACHAY,Jardín Maternal Municipal Nº 7,190,Construcción de un SUM,Alfredo Guido 3644,"-34.52534152,-58.53862564",2205363,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,707,FINALIZADO
2016,FLORIDA ESTE,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,191,Compra e instalación de 8 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.530555, -58.487515",806080,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,318,FINALIZADO
2016,FLORIDA ESTE,Camino seguro al Hospital,192,"Reparación de veredas, colocación de rampas y señalización",H Yrigoyen 1500-1800,"-34.52244767,-58.48842558",523852,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,RAMPAS,POBLACIÓN EN GENERAL,1,198,FINALIZADO
2016,FLORIDA ESTE,Campaña de promoción de la lectura,193,"Programa ""Equilibro Ambulante"", en escuelas del barrio",Escuelas Primarias y Jardines de Infantes del Barrio,"-34.5235447,-58.4836736",150000,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,81,FINALIZADO
2016,FLORIDA ESTE,Campaña educativa en higiene urbana y reciclado,194,Campaña educativa en higiene urbana y reciclado,Ubicación random dentro del barrio,"-34.527692, -58.503779",41600,AMBIENTE,AMBIENTE,AMBIENTE,RECICLADO,POBLACIÓN EN GENERAL,2,151,FINALIZADO
2016,FLORIDA ESTE,Campaña sobre RCP y primeros auxilios,195,Concientización en RCP y primeros auxilios en instituciones del barrio,Ubicación random dentro del barrio,"-34.531899, -58.495497",100,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,SALUD,POBLACIÓN EN GENERAL,2,121,FINALIZADO
2016,FLORIDA ESTE,Colocación de un semáforo,196,Colocación de un semáforo,Laprida y Ayacucho,"-34.53944517,-58.48610326",132271,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,67,FINALIZADO
2016,FLORIDA ESTE,Escuela Primaria Nº 3,197,Reparaciones varias en su interior,Av Gral José de San Martín 2301,"-34.5296328,-58.4983468",648372,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,332,FINALIZADO
2016,FLORIDA ESTE,"Paseo Cultural ""García Lorca""",198,Colocar señalética del Paseo Cultural García Lorca e instalar punto verde para reciclado,Aristóbulo del Valle 1685,"-34.5373588,-58.4792873",7000,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,RECICLADO,POBLACIÓN EN GENERAL,1,43,FINALIZADO
2016,FLORIDA ESTE,Vallas de contención,199,Vallas de contención para dirigir la circulación hacia la senda peatonal,San Martín y R de E de San Martín,"-34.5288018,-58.4942367",115200,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,96,FINALIZADO
2016,FLORIDA ESTE,ZOONOSIS,200,Adquisición de un concentrador de oxígeno,Bermúdez 3484,"-34.5113269,-58.5148345",27900,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,ANIMALES DE COMPAÑÍA,1,91,FINALIZADO
2016,FLORIDA OESTE,Barrio Las Flores,201,Ampliación de red cloacal (Etapa 2),Melo y Berutti,"-34.5493077,-58.5241723",2089999,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN VULNERABLE,1,931,FINALIZADO
2016,FLORIDA OESTE,Jardín Maternal Municipal Nº 5,202,Construcción de sala en PB e instalación de piso antigolpes en sector de juegos,Tuyutí 1119,"-34.5460399,-58.5209262",998000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,POBLACIÓN VULNERABLE,1,1006,FINALIZADO
2016,FLORIDA OESTE,Jardín Maternal Municipal Nº 8,203,"Mejorar juegos, colocar pisos antigolpes y construir superficie semicubierta",Santa Rosa 4148,"-34.54284977,-58.51320582",612674,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,1120,FINALIZADO
2016,FLORIDA OESTE,Semáforo peatonal,204,Semáforo peatonal,Alvear y Roca,"-34.54222686,-58.51443909",23690,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,57,FINALIZADO
2016,LA LUCILA,"Escuela Primaria Nº 16 ""Marcelino Ugarte""",205,Cambio del piso de todas las aulas de planta baja,Dr Tomás Anchorena 901,"-34.49955308,-58.49057007",849371,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,197,FINALIZADO
2016,LA LUCILA,Mejoramiento de iluminación,206,Mejoramiento de iluminación,Corredor de las vias FFCC de la Costa entre Roma 500 hasta San lorenzo al 500 y Alte Brown 3500-3800,"-34.4965376,-58.4829404",149872,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,408,FINALIZADO
2016,LA LUCILA,Parque Paseo Enamour,207,Iluminación de caminos internos,Roma y el Rio,"-34.4996238,-58.4806164",860274,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,PLAZAS Y PASEOS,POBLACIÓN EN GENERAL,1,325,FINALIZADO
2016,LA LUCILA,Reducidores de velocidad,208,Reducidores de velocidad,Elflein y Debenedetti,"-34.4975494,-58.488004",10991,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,26,FINALIZADO
2016,LA LUCILA,Semáforos para peatones,209,Semáforos para peatones,Rawson y Debenedetti - Libertador y Paraná - Maipú y Paraná,"-34.497968, -58.489121",263233,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,81,FINALIZADO
2016,MUNRO,Capacitación en reciclaje,210,Talleres en clubes y sociedades de fomento del barrio,Ubicación random dentro del barrio,"-34.534636, -58.531218",64450,AMBIENTE,AMBIENTE,AMBIENTE,RECICLADO,POBLACIÓN EN GENERAL,2,84,FINALIZADO
2016,MUNRO,Cestos Papeleros,211,Colocar 200 cestos de residuos en el barrio,Ubicación random dentro del barrio,"-34.534565, -58.534223",292000,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,HIGIENE URBANA,POBLACIÓN EN GENERAL,1,102,FINALIZADO
2016,MUNRO,Escuela Primaria Nº 19,212,Reparación de filtraciones en parte de la cubierta,ARMENIA 2449,"-34.5300931,-58.5217481",834698,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,576,FINALIZADO
2016,MUNRO,Jardín de Infantes Municipal Nº 3,213,"Remover desnivel en patio, hacer solado y colocar pisos antigolpes",José Hernández 4527,"-34.52884952,-58.52314699",325000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,449,FINALIZADO
2016,MUNRO,Jardín Maternal Municipal Nº 14,214,Construir dos superficies semicubiertas,Israel 2361,"-34.54183794,-58.53848757",423627,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,811,FINALIZADO
2016,MUNRO,"Jardín Maternal Municipal Nº 15 ""San Juan Macías""",215,Remodelación de baños,Panamá 3948,"-34.51409125,-58.52617431",548596,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,624,FINALIZADO
2016,MUNRO,Mejoramiento de iluminación ,216,Mejoramiento de iluminación,Echeverría y Villate/ B de Irigoyen y Malaver/ Marconi y G Mendez,"-34.5264642,-58.5118508",192422,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,81,FINALIZADO
2016,MUNRO,Mejoramiento de iluminación ,217,Mejoraramiento de iluminación ,Sgto Cabral entre Belzu y F Amador - Plaza Güemes - Belzú e/ Avalos y Agüero - Colegio Sta Rosa de Lima y Baigorria desde V Sarsfield hasta Malaver,"-34.530674,-58.5228675",621876,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,208,FINALIZADO
2016,MUNRO,Reducidores de velocidad,218,Reducidores de velocidad,Ávalos y Belzú y en Marconi y Belgrano,"-34.5277483,-58.5160221",10991,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,58,FINALIZADO
2016,MUNRO,UAP Negrete,219,Mejorar iluminación exterior y modificar instalación eléctrica,Rivera 6001,"-34.5406751,-58.5366776",29917,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,115,FINALIZADO
2016,OLIVOS,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,220,Compra e instalación de 9 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.511697, -58.515071",884561,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,226,FINALIZADO
2016,OLIVOS,Campaña de información sobre el sistema de salud municipal,221,Folletería para varias campañas,Ubicación random dentro del barrio,"-34.512404, -58.508977",81636,SALUD,OTROS,otros,SALUD,POBLACIÓN EN GENERAL,2,167,FINALIZADO
2016,OLIVOS,Demarcación horizontal y vertical,222,Demarcación horizontal y vertical,Tucumán y Corrientes /Córdoba y Corrientes,"-34.512108,-58.4894627",63600,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,23,FINALIZADO
2016,OLIVOS,Escuela de Educación Especial Nº 502,223,Cambiar tableros de maniobra de los dos ascensores,P Goyena 3264,"-34.5132885,-58.5073461",174580,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS Y JÓVENES CON DISCAPACIDAD,1,538,FINALIZADO
2016,OLIVOS,Jardín de Infantes Nº 912,224,"Reparar solado del patio, piso antigolpes, provisión de PC Y construcción de cocina",Warnes 2340,"-34.5228611,-58.5049756",947135,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,801,FINALIZADO
2016,OLIVOS,Jardín Maternal Municipal Nº 16,225,"Construir superficie semicubierta,depósito y Colocar solado con piso antigolpes",R Fournier 3370,"-34.5078112,-58.4971885",375000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,1330,FINALIZADO
2016,OLIVOS,Jardín Maternal Municipal Nº 2,226,"Reparar piso del patio, agregar juegos y piso antigolpes y construir una superficie semicubierta",José Ingenieros 3425,"-34.5123557,-58.51402297",232000,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,908,FINALIZADO
2016,VICENTE LÓPEZ,Bomberos Voluntarios de Vicente López,227,Adquisición de 2 desfibriladores automáticos externo,Av Maipú 1669,"-34.522278, -58.484327",139935,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,570,FINALIZADO
2016,VICENTE LÓPEZ,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,228,Compra e instalación de 6 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.526802, -58.480225",605000,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,328,FINALIZADO
2016,VICENTE LÓPEZ,Campañas de concientización sobre reciclado y compostaje,229,Campañas de concientización sobre reciclado y compostaje,Ubicación random dentro del barrio,"-34.532953, -58.470781",88800,AMBIENTE,AMBIENTE,AMBIENTE,RECICLADO,POBLACIÓN EN GENERAL,2,85,FINALIZADO
2016,VICENTE LÓPEZ,Centro de Adultos Mayores Activos,230,Obras para aliviar el anegamiento de la cancha de tejo y del estacionamiento,Laprida 250,"-34.5300742,-58.4675063",549832,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,256,FINALIZADO
2016,VICENTE LÓPEZ,Instituto Superior de Formación Docente Nº 39,231,Creación de un Centro Cultural abierto a la comunidad (realización de la obra civil en el patio lateral derecho del Instituto),AGUSTIN ALVAREZ 1459,"-34.5330424,-58.4775113",1493023,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,POBLACIÓN EN GENERAL,1,841,FINALIZADO
2016,VICENTE LÓPEZ,Mejoramiento de iluminación,232,Mejoramiento de iluminación,Azcuénaga y Roca hasta Malaver y Azcuénaga,"-34.5142571,-58.4801577",316750,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,66,FINALIZADO
2016,VILLA ADELINA,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,233,Compra e instalación de 4 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.505136, -58.543444",393140,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,166,FINALIZADO
2016,VILLA ADELINA,Cestos Papeleros,234,Colocar 20 cestos de residuos,Santa Fe y Av Ader hasta Montes de Oca,"-34.528261, -58.549608",21200,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,HIGIENE URBANA,POBLACIÓN EN GENERAL,1,15,FINALIZADO
2016,VILLA ADELINA,Escuela de Educación Técnica Nº 1,235,Materiales para electricidad y equipamiento para aula multimedia,Cerrito 3966,"-34.529122, -58.550004",385994,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,260,FINALIZADO
2016,VILLA ADELINA,Escuela Primaria Nº 28,236,Compra e instalación de 8 equipos de aire acondicionado y reparación de filtraciones en el techo del SUM,Gdor Castro 3720,"-34.5330379,-58.5494822",780700,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,346,FINALIZADO
2016,VILLA ADELINA,Jardín de Infantes Municipal Nº 7,237,Compra e instalación de 6 equipos de aire acondicionado y de juegos infantiles,Cajaraville 4038,"-34.5259399,-58.5476816",145704,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,262,FINALIZADO
2016,VILLA ADELINA,Polideportivo Municipal,238,Cubierta y climatización del natatorio para niños del Polideportivo Municipal. Remodelación de los vestuarios,Ader 4057,"-34.527791, -58.549948",1699628,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,NIÑOS,1,231,FINALIZADO
2016,VILLA ADELINA,Reducidores de velocidad,239,Reducidores de velocidad,M Sastre y Acassuso/Argerich y J Ingenieros/ J Ingenieros y M Sastre /J Ingenieros y Cajaraville,"-34.5304708,-58.5460076",43961,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,34,FINALIZADO
2016,VILLA MARTELLI,Barrio Habana,240,Ampliación de red Cloacal (Etapa 2),Habana y Venezuela,"-34.5561125,-58.5191571",1177204,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN VULNERABLE,1,251,FINALIZADO
2016,VILLA MARTELLI,Centro de Formación Laboral de Villa Martelli,241,Equipamiento e insumos para los cursos,Chile 219,"-34.548203, -58.502889",165461,SOCIOPRODUCTIVO,OTROS,otros,EDUCACIÓN,POBLACIÓN EN GENERAL,1,371,FINALIZADO
2016,VILLA MARTELLI,Fundación Camino,242,"Reparaciones en techos, zinguerías y desagües pluviales",Laprida 4914,"-34.5543424,-58.5176315",333952,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,POBLACIÓN VULNERABLE,1,707,FINALIZADO
2016,VILLA MARTELLI,Rampas en Esquinas,243,Rampas en Esquinas,EEUU y Venezuela,"-34.5479673,-58.50193071",119790,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,RAMPAS,POBLACIÓN EN GENERAL,1,27,FINALIZADO
2016,VILLA MARTELLI,Reducidores de velocidad,244,Reducidores de velocidad,Méjico y Venezuela desde Constituyentes hasta Mitre /EEUU y Cetrángolo,"-34.5434558,-58.5081561",131881,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,61,FINALIZADO
2016,VILLA MARTELLI,ZOONOSIS,245,Adquisición de un móvil equipado para castraciones y atención de animales de compañía en general,Bermúdez 3484,"-34.5113269,-58.5148345",1591192,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,ANIMALES DE COMPAÑÍA,1,310,FINALIZADO
